"NAME","OUTID","WIDTH","HEIGHT","DESCENT","RELATIVEWIDTH","RELATIVEHEIGHT","RELATIVEDESCENT","DATAWIDTH","DATAHEIGHT","DATADESCENT"
TEXT, 1, 176.22251892089844, 21.02622413635254, 6.005244755244547, 0.23065774727866287, 0.03675913310551143, 0.010498679642035921, 23.065774727866287, 3.675913310551143, 1.0498679642035922
TEXT, 2, 122.1518325805664, 21.02622413635254, 6.005244755244803, 0.15988459761854243, 0.03675913310551143, 0.010498679642036369, 15.98845976185424, 3.675913310551143, 1.0498679642036368
TEXT, 3, 208.264404296875, 66.10489654541016, 6.005244755244632, 0.2725973878231348, 0.11556800095351426, 0.01049867964203607, 27.25973878231348, 11.556800095351425, 1.049867964203607
TEXT, 11, 206.26177978515625, 51.078670501708984, 6.005244755244782, 0.26997615155125165, 0.08929837500298773, 0.01049867964203633, 26.997615155125164, 8.929837500298772, 1.049867964203633
TEXT, 12, 206.26177978515625, 51.078670501708984, 6.005244755244782, 0.26997615155125165, 0.08929837500298773, 0.01049867964203633, 26.997615155125164, 8.929837500298772, 1.049867964203633
TEXT, 13, 206.26177978515625, 51.078670501708984, 6.005244755244782, 0.26997615155125165, 0.08929837500298773, 0.01049867964203633, 26.997615155125164, 8.929837500298772, 1.049867964203633
TEXT, 21, 186.235595703125, 81.13111877441406, 6.005244755244803, 0.2437638687213678, 0.1418376202349896, 0.010498679642036369, 24.37638687213678, 14.18376202349896, 1.0498679642036368
TEXT, 22, 186.235595703125, 81.13111877441406, 6.005244755244803, 0.2437638687213678, 0.1418376202349896, 0.010498679642036369, 24.37638687213678, 14.18376202349896, 1.0498679642036368
TEXT, 23, 186.235595703125, 81.13111877441406, 6.005244755244803, 0.2437638687213678, 0.1418376202349896, 0.010498679642036369, 24.37638687213678, 14.18376202349896, 1.0498679642036368
TEXT, 31, 147.18455505371094, 66.10489654541016, 6.005244755244675, 0.1926499411697787, 0.11556800095351426, 0.010498679642036145, 19.26499411697787, 11.556800095351425, 1.0498679642036144
TEXT, 32, 147.18455505371094, 66.10489654541016, 6.005244755244675, 0.1926499411697787, 0.11556800095351426, 0.010498679642036145, 19.26499411697787, 11.556800095351425, 1.0498679642036144
TEXT, 33, 147.18455505371094, 66.10489654541016, 6.005244755244675, 0.1926499411697787, 0.11556800095351426, 0.010498679642036145, 19.26499411697787, 11.556800095351425, 1.0498679642036144
TEXT, 41, 73.08769989013672, 36.05244827270508, 6.005244755244803, 0.09566452865201142, 0.06302875572151237, 0.010498679642036369, 9.566452865201141, 6.302875572151237, 1.0498679642036368
TEXT, 42, 66.07853317260742, 36.05244827270508, 6.005244755244803, 0.08649022666571653, 0.06302875572151237, 0.010498679642036369, 8.649022666571652, 6.302875572151237, 1.0498679642036368
TEXT, 43, 73.08769989013672, 36.05244827270508, 6.005244755244803, 0.09566452865201142, 0.06302875572151237, 0.010498679642036369, 9.566452865201141, 6.302875572151237, 1.0498679642036368
TEXT, 44, 66.07853317260742, 36.05244827270508, 6.005244755244803, 0.08649022666571653, 0.06302875572151237, 0.010498679642036369, 8.649022666571652, 6.302875572151237, 1.0498679642036368
TEXT, 45, 73.08769989013672, 36.05244827270508, 6.005244755244803, 0.09566452865201142, 0.06302875572151237, 0.010498679642036369, 9.566452865201141, 6.302875572151237, 1.0498679642036368
TEXT, 46, 66.07853317260742, 36.05244827270508, 6.005244755244803, 0.08649022666571653, 0.06302875572151237, 0.010498679642036369, 8.649022666571652, 6.302875572151237, 1.0498679642036368
